sentence,prediction,gold_inflection,is_same,gold_original,is_same,log_prob
[CLS] Ford Taunus:2 G93A:4 is produced by [MASK] [MASK] [MASK] . [SEP],Ford Taunus:2,Ford Motor Company,0,Ford Motor Company,0,-0.00578
[CLS] Canon EOS:2 5 is produced by [MASK] . [SEP],Canon,Canon Inc .,0,Canon Inc .,0,-0.02422
[CLS] USS Dash is produced by [MASK] [MASK] [MASK] . [SEP],U . S,Commercial Iron Works,0,Commercial Iron Works,0,-0.17308
[CLS] USS Grasp:3 is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . . .,Basalt:2 Rock Company,0,Basalt:2 Rock Company,0,-2.48529
[CLS] Farman:2 MF . 11 is produced by [MASK] [MASK] . [SEP],Farman:2,Farman:2 Aviation Works,0,Farman:2 Aviation Works,0,-0.01527
[CLS] Valmet:2 M82:2 is produced by [MASK] [MASK] . [SEP],Valmet:2,Valmet:2,1,Valmet:2,1,-0.00488
[CLS] ORP:2 Kujawiak:4 is produced by [MASK] [MASK] . [SEP],ORP:2,Vickers - Armstrongs:2,0,Vickers - Armstrongs:2,0,-0.03563
[CLS] German submarine U - 48 is produced by [MASK] [MASK] . [SEP],the company,Friedrich Krupp Germaniawerft:3,0,Friedrich Krupp Germaniawerft:3,0,-1.77784
[CLS] Amax:2 Vixen:2 105 is produced by [MASK] [MASK] . [SEP],Amax:2,Amax:2 Engineering,0,Amax:2 Engineering,0,-0.03957
[CLS] Bellanca:2 31 - 40 is produced by [MASK] [MASK] . [SEP],Bellanca:2,AviaBellanca:5 Aircraft,0,AviaBellanca:5 Aircraft,0,-0.01019
[CLS] ARP:2 Avatar is produced by [MASK] [MASK] . [SEP],ARP:2,"ARP:2 Instruments , Inc .",0,"ARP:2 Instruments , Inc .",0,-0.00499
[CLS] Joe Boxer is produced by [MASK] [MASK] . [SEP],Joe Boxer,Iconix:2 Brand Group,0,Iconix:2 Brand Group,0,-0.03079
[CLS] HMS H34:2 is produced by [MASK] . [SEP],S,Cammell:2 Laird:2,0,Cammell:2 Laird:2,0,-4.65392
[CLS] USS Rudyerd:2 Bay is produced by [MASK] . [SEP],W,Kaiser Shipyards:3,0,Kaiser Shipyards:3,0,-3.13242
[CLS] SEAT:2 Leon X - PERIENCE:4 is produced by [MASK] [MASK] [MASK] . [SEP],SEAT:2 Leon,SEAT:2,0,SEAT:2,0,-0.00792
[CLS] Port Victoria P . V . 2 is produced by [MASK] [MASK] . [SEP],Port Victoria,Port Victoria Marine Experimental Aircraft Depot,0,Port Victoria Marine Experimental Aircraft Depot,0,-0.00217
[CLS] CT / 4 Airtrainer:2 is produced by [MASK] [MASK] [MASK] . [SEP],CT / 4,Pacific Aerospace,0,Pacific Aerospace,0,-0.04400
[CLS] Panhard:2 VCR:2 is produced by [MASK] [MASK] . [SEP],Panhard:2,Panhard:2,1,Panhard:2,1,-0.00306
[CLS] Remington:2 51 is produced by [MASK] [MASK] . [SEP],Remington:2,Remington:2 Arms,0,Remington:2 Arms,0,-0.00295
[CLS] SIG:2 Sauer:2 P226:3 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],SIG:2 Sauer:2,SIG:2 Sauer:2,1,SIG:2 Sauer:2,1,-0.00256
[CLS] T . 3 Primary is produced by [MASK] . [SEP],T,Slingsby:3 Aviation,0,Slingsby:3 Aviation,0,-1.05765
[CLS] Blue Fox is produced by [MASK] [MASK] . [SEP],Blue Fox,Ferranti:2,0,Ferranti:2,0,-0.07526
[CLS] Mitsubishi Sigma is produced by [MASK] . [SEP],Mitsubishi,Mitsubishi Motors,0,Mitsubishi Motors,0,-1.25385
[CLS] THK:3 - 2 is produced by [MASK] . [SEP],T,Turkish Aeronautical Association,0,Turkish Aeronautical Association,0,-3.77381
[CLS] Athenic:2 - class ocean liner is produced by [MASK] . [SEP],S,Harland:2 and Wolff,0,Harland:2 and Wolff,0,-3.88563
[CLS] Ghauri:3 - III is produced by [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],Ghauri:3 -s:2,Khan Research Laboratories:2,0,Khan Research Laboratories:2,0,-2.62906
[CLS] A - 12 Avenger:2 II is produced by [MASK] . [SEP],Boeing,McDonnell Douglas,0,McDonnell Douglas,0,-2.84675
[CLS] Smith & Wesson:2 M & P10:2 is produced by [MASK] [MASK] [MASK] [MASK] . [SEP],Smith & Wesson:2,Smith & Wesson:2,1,Smith & Wesson:2,1,-0.00889
[CLS] Vista - class cruise ship is produced by [MASK] . [SEP],Vista,Fincantieri:3,0,Fincantieri:3,0,-2.46766
[CLS] Hudson Greater Eight is produced by [MASK] . [SEP],Hudson,Hudson Motor Car Company,0,Hudson Motor Car Company,0,-0.11738
[CLS] Katanpää:3 is produced by [MASK] [MASK] [MASK] . [SEP],Katanpää:3,Intermarine:2,0,Intermarine:2,0,-0.07399
[CLS] Aeromarine:2 BM - 1 is produced by [MASK] [MASK] . [SEP],Aeromarine:2,Aeromarine:2,1,Aeromarine:2,1,-0.00484
[CLS] NZR:2 WJ:2 class is produced by [MASK] [MASK] . [SEP],NZR:2,Baldwin Locomotive:4 Works,0,Baldwin Locomotive:4 Works,0,-0.03825
[CLS] Blaser:2 R93:3 Tactical is produced by [MASK] [MASK] . [SEP],Blaser:2,Blaser:2,1,Blaser:2,1,-0.01311
